timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8,,,
2.22907E+11,-1,-1,1,1,-1,0,0,-1,424,,
2.22907E+11,-2,0,-3,0,-1,0,-2,-3,425,,
2.22907E+11,-1,-2,-1,1,-2,0,-1,0,426,,
2.22907E+11,1,3,4,0,-2,-1,-1,0,427,,
2.22907E+11,-1,-3,-3,-2,-1,-1,0,1,428,,
2.22907E+11,4,-1,4,2,2,3,7,8,429,,
2.22907E+11,2,9,3,2,0,-1,-4,3,430,,
2.22907E+11,-9,-2,-6,-4,-1,-2,2,-3,431,,
2.22907E+11,34,11,5,0,-1,1,7,8,432,,
2.22907E+11,66,44,16,7,5,9,5,19,433,,
2.22907E+11,-83,-10,6,-1,-1,-9,-4,-8,434,,
2.22907E+11,-38,-67,-36,-21,-15,-12,-23,-38,435,,
2.22907E+11,-4,-5,2,8,11,14,54,33,436,,
2.22907E+11,17,3,7,17,30,42,34,43,437,,
2.22907E+11,67,41,8,-4,-28,-55,-4,-52,438,,
2.22907E+11,-50,20,4,-8,5,-6,-34,-45,439,,
2.22907E+11,60,-9,-6,-7,-16,-3,9,-1,440,,
2.22907E+11,-22,5,2,4,-14,3,47,34,441,,
2.22907E+11,-10,-16,-3,12,24,35,115,73,442,,
2.22907E+11,-2,-5,-14,-23,-28,-38,-79,-32,443,,
2.22907E+11,-1,3,1,-2,-7,-37,50,-49,444,,
2.22907E+11,-7,-7,-1,0,7,7,-58,-108,445,,
2.22907E+11,-13,-28,-16,-8,-6,10,-77,-48,446,,
2.22907E+11,25,27,9,5,-6,-30,19,35,447,,
2.22907E+11,-22,6,2,-1,-3,6,-19,2,448,,
2.22907E+11,-36,-40,-9,4,9,11,40,7,449,,
2.22907E+11,66,54,33,21,12,17,95,110,450,,
2.22907E+11,29,26,19,20,37,53,-58,17,451,,
2.22907E+11,-106,-69,-62,-31,6,-22,38,-70,452,,
2.22907E+11,17,13,-15,-33,-38,75,-62,15,453,,
2.22907E+11,41,44,23,-4,-20,-58,-8,56,454,,
2.22907E+11,38,77,43,18,13,39,37,71,455,,
2.22907E+11,3,-35,-32,-10,1,35,-18,127,456,,
2.22907E+11,-105,-46,-37,-22,-10,-57,-78,-104,457,,
2.22907E+11,-6,-13,-8,2,9,9,-44,-10,458,,
2.22907E+11,59,6,8,0,1,20,127,64,459,,
2.22907E+11,87,100,95,52,37,70,-2,77,460,,52
2.22907E+11,-85,-33,-76,-43,-25,-50,-44,-79,461,,
2.22907E+11,-39,3,0,-10,-26,-25,-94,-54,462,,
2.22907E+11,-72,-116,-43,-17,-3,-24,48,-47,463,,
2.22907E+11,50,17,4,-9,-11,7,23,-54,464,,
2.22907E+11,90,0,57,24,0,-6,61,127,465,,
2.22907E+11,22,93,32,28,36,43,107,6,466,,
2.22907E+11,-98,-107,-74,-68,-63,-72,-90,-90,467,,
2.22907E+11,-12,40,13,20,33,40,6,6,468,,
2.22907E+11,17,45,13,-2,-3,-17,-6,60,469,,
2.22907E+11,26,-25,9,7,2,16,26,65,470,,
2.22907E+11,-3,34,-15,-13,-23,10,126,-61,471,,
2.22907E+11,3,-57,10,18,11,-7,-92,2,472,,
2.22907E+11,-7,14,2,-6,-7,-52,-54,-84,473,,
2.22907E+11,2,-13,-25,-26,-4,31,106,74,474,,
2.22907E+11,-59,-34,-33,13,16,21,-94,3,475,,
2.22907E+11,-37,5,-24,-31,-42,-74,-41,-56,476,,
2.22907E+11,35,61,32,30,23,0,24,56,477,,
2.22907E+11,24,-25,-4,-2,0,32,11,5,478,,
2.22907E+11,103,76,60,35,34,80,91,127,479,,
2.22907E+11,-43,-26,-38,-23,-26,-45,-38,-68,480,,
2.22907E+11,20,-91,-10,8,15,25,33,44,481,,
2.22907E+11,-51,-16,-34,-15,8,2,-22,30,482,,
2.22907E+11,67,37,43,35,19,13,-20,-1,483,,
2.22907E+11,-15,22,-4,-19,-41,-24,-1,32,484,,
2.22907E+11,-5,-42,-26,-31,-24,-43,-45,-72,485,,
2.22907E+11,-3,-19,-11,-5,-18,-29,-65,-16,486,,
2.22907E+11,19,14,2,4,22,22,-9,87,487,,
2.22907E+11,25,40,3,-12,-21,-29,11,50,488,,
2.22907E+11,-30,-21,-5,6,-7,-11,0,-49,489,,
2.22907E+11,-43,17,-6,-14,10,21,-14,-101,490,,
2.22907E+11,32,-30,-3,0,1,-20,-9,48,491,,
2.22907E+11,79,70,44,21,-2,12,57,96,492,,
2.22907E+11,-77,18,-2,-4,-3,-2,51,-18,493,,
2.22907E+11,-19,-100,-34,5,2,-2,-57,-33,494,,
2.22907E+11,14,82,20,-5,-8,-26,10,1,495,,
2.22907E+11,-79,-128,-54,-7,17,9,37,-77,496,,
2.22907E+11,93,82,39,26,3,-1,-7,113,497,,
2.22907E+11,-19,-56,-8,-15,-4,3,28,-87,498,,
2.22907E+11,-1,-31,0,12,6,-8,-66,28,499,,
2.22907E+11,13,23,9,1,-2,-7,-79,-47,500,,
2.22907E+11,30,26,24,28,42,40,53,116,501,,
2.22907E+11,-85,-55,-53,-46,-59,-102,-126,-70,502,,
2.22907E+11,51,39,10,10,8,13,42,58,503,,
2.22907E+11,2,-14,-10,-1,43,4,29,-39,504,,
2.22907E+11,-4,38,14,1,-32,-8,9,-5,505,,
2.22907E+11,77,61,36,22,23,27,14,40,506,,
2.22907E+11,-51,-70,-22,-12,-32,-104,-5,-16,507,,
2.22907E+11,40,102,29,-1,-15,18,40,54,508,,
2.22907E+11,-70,-86,-54,-18,18,40,127,-57,509,,
2.22907E+11,-51,42,-4,-13,-13,-25,-26,-80,510,,
2.22907E+11,17,-52,-23,-12,-23,-11,6,21,511,,
2.22907E+11,-20,61,18,2,-3,7,-36,-6,512,,
2.22907E+11,17,44,29,4,3,2,27,24,513,,
2.22907E+11,-11,-40,-40,-4,7,8,-7,-51,514,,
2.22907E+11,26,95,43,16,16,33,-53,-70,515,,
2.22907E+11,-82,-68,-5,13,2,-3,-46,-51,516,,
2.22907E+11,77,46,-4,-23,-16,-24,-50,78,517,,
2.22907E+11,-52,-35,-9,-15,-19,-53,-107,-48,518,,
2.22907E+11,3,41,5,-7,-3,16,65,74,519,,
2.22907E+11,49,34,25,26,48,17,16,88,520,,
2.22907E+11,-15,-22,-18,-12,-44,-34,-27,-38,521,,
2.22907E+11,67,49,35,17,25,32,14,43,522,,
2.22907E+11,-7,-13,2,12,11,2,-71,-47,523,,
2.22907E+11,-69,-77,-42,-35,-33,-22,-40,-92,524,,
2.22907E+11,-41,-20,-12,-6,14,29,59,-62,525,,
2.22907E+11,54,20,15,14,22,24,3,85,526,,
2.22907E+11,-42,3,-27,-20,-33,-15,-23,-123,527,,
2.22907E+11,26,-53,-13,10,0,-2,-43,54,528,,
2.22907E+11,-39,-60,-14,-4,13,4,-16,27,529,,
2.22907E+11,40,104,33,19,1,16,42,70,530,,
2.22907E+11,31,-27,2,-7,-5,48,54,17,531,,
2.22907E+11,49,84,51,24,21,16,-9,25,532,,
2.22907E+11,2,-42,-14,-2,6,-11,-34,-46,533,,
2.22907E+11,86,47,28,18,-4,-22,66,116,534,,
2.22907E+11,-37,-8,-21,-10,-1,-42,-105,-34,535,,
2.22907E+11,29,-14,-13,-17,-22,10,12,-18,536,,
2.22907E+11,-4,59,29,27,10,-3,-11,7,537,,
2.22907E+11,-4,-10,-4,8,23,18,68,50,538,,
2.22907E+11,23,22,12,-13,-35,-31,-5,-11,539,,
2.22907E+11,-33,-34,1,25,32,-2,74,-16,540,,
2.22907E+11,-39,29,-14,-42,-51,-50,-127,-106,541,,
2.22907E+11,-8,-76,-21,-10,-25,-3,-16,59,542,,
2.22907E+11,-3,-28,-13,1,24,14,39,14,543,,
2.22907E+11,15,15,10,-1,3,7,34,94,544,,
2.22907E+11,60,68,23,25,28,61,114,93,545,,
2.22907E+11,-72,-84,-13,-7,-4,3,-84,65,546,,
2.22907E+11,-10,-23,-22,0,3,-28,-79,-89,547,,
2.22907E+11,25,63,-8,-30,-29,-12,18,62,548,,
2.22907E+11,1,13,-3,5,15,8,1,-4,549,,
2.22907E+11,-11,-14,16,6,-1,11,58,-46,550,,
2.22907E+11,-6,7,9,-12,-19,-25,48,-33,551,,
2.22907E+11,-30,-57,-13,2,4,-15,-53,9,552,,
2.22907E+11,7,17,6,-2,4,12,1,-36,553,,
2.22907E+11,13,42,3,6,6,30,20,-74,554,,
2.22907E+11,-29,-56,-12,8,14,9,4,0,555,,
2.22907E+11,4,65,26,14,40,43,61,15,556,,
2.22907E+11,57,20,-9,-29,-56,-46,26,71,557,,
2.22907E+11,-86,-109,-48,-8,8,-11,-62,-12,558,,
2.22907E+11,20,56,13,-3,-3,6,18,53,559,,
2.22907E+11,11,-16,-9,-9,-43,-32,32,24,560,,
2.22907E+11,8,-34,1,7,24,27,-39,-23,561,,
2.22907E+11,58,68,17,-2,-7,9,58,20,562,,
2.22907E+11,-12,2,11,25,29,40,28,7,563,,
2.22907E+11,-22,-16,4,5,11,5,-37,18,564,,
2.22907E+11,2,-14,-17,-14,-18,-53,-30,22,565,,
2.22907E+11,27,69,15,0,-18,-27,9,27,566,,
2.22907E+11,59,101,42,1,-16,-6,81,120,567,,
2.22907E+11,-29,-71,-24,-15,-21,-20,-26,-65,568,,
2.22907E+11,20,38,-15,-10,-8,6,-2,81,569,,
2.22907E+11,-10,90,12,-2,-11,-15,-74,65,570,,
2.22907E+11,55,51,36,33,44,53,81,80,571,,
2.22907E+11,-45,-66,-70,-32,-28,-43,-27,-33,572,,
2.22907E+11,30,-23,-14,-3,15,63,87,-58,573,,
2.22907E+11,-13,43,-15,-32,-41,-61,-6,-44,574,,
2.22907E+11,12,37,49,38,20,21,81,49,575,,
2.22907E+11,13,-2,28,31,29,30,52,-9,576,,
2.22907E+11,6,-57,-10,-4,-1,-63,-105,-42,577,,
2.22907E+11,-13,-1,-16,-11,2,-9,4,47,578,,
2.22907E+11,-112,-117,-62,-41,-43,-60,-89,-128,579,,
2.22907E+11,38,35,25,13,0,-8,14,56,580,,
2.22907E+11,-6,1,7,9,3,3,7,91,581,,
2.22907E+11,63,31,41,19,5,10,57,-12,582,,
2.22907E+11,-16,-57,-44,-20,-10,-25,-57,46,583,,
2.22907E+11,-98,-98,-84,-63,-44,24,61,-83,584,,
2.22907E+11,-9,105,45,16,17,34,-52,-25,585,,
2.22907E+11,-23,-83,-35,-16,-5,-16,1,51,586,,
2.22907E+11,22,21,2,9,16,25,22,50,587,,
2.22907E+11,31,106,20,-15,-21,12,-20,24,588,,
2.22908E+11,-23,3,48,35,30,14,85,66,589,,
2.22908E+11,66,-4,7,45,74,104,102,63,590,,
2.22908E+11,-30,-58,-31,-25,-29,-54,-77,-90,591,,
2.22908E+11,-5,-23,0,3,-5,-10,-18,-38,592,,
2.22908E+11,2,5,17,9,11,8,56,-16,593,,
2.22908E+11,-23,-55,-35,-21,-16,50,-5,-85,594,,
2.22908E+11,-15,7,18,12,45,47,92,9,595,,
2.22908E+11,15,19,31,30,11,13,-51,-92,596,,
2.22908E+11,-21,-11,-5,-5,-11,-17,1,-11,597,,
2.22908E+11,-2,-13,-7,-10,-29,-45,-8,-9,598,,
2.22908E+11,98,113,32,27,33,57,1,40,599,,
2.22908E+11,-106,-83,-43,-29,-20,-35,-69,-75,600,,
2.22908E+11,52,-6,-16,-7,2,28,-18,72,601,,
2.22908E+11,86,111,74,58,51,83,55,55,602,,58
2.22908E+11,-56,-82,-31,-19,-27,-53,-19,71,603,,
2.22908E+11,-36,40,-5,23,63,81,-58,16,604,,
2.22908E+11,-43,-123,-29,-12,-32,-58,-83,-85,605,,
2.22908E+11,-2,2,-3,-20,2,4,74,-4,606,,
2.22908E+11,26,80,13,-3,-22,-26,11,-27,607,,
2.22908E+11,89,42,20,32,23,37,110,31,608,,
2.22908E+11,-36,-56,-34,-40,-31,-57,-86,-87,609,,
2.22908E+11,33,26,13,-7,-37,-54,38,7,610,,
2.22908E+11,-3,68,-6,9,28,13,-46,-70,611,,
2.22908E+11,-63,-68,15,-18,-72,-128,-98,-58,612,,
2.22908E+11,102,127,56,46,75,107,87,110,613,,
2.22908E+11,-92,44,-28,-43,-37,-68,-96,-128,614,,
2.22908E+11,-16,-60,-42,-40,-23,-6,-11,43,615,,
2.22908E+11,71,73,0,-13,-20,-10,53,64,616,,
2.22908E+11,69,74,63,37,12,-3,72,34,617,,
2.22908E+11,-62,-98,-49,-13,-12,-13,-27,33,618,,
2.22908E+11,-1,58,29,18,30,79,48,38,619,,
2.22908E+11,-5,-69,-41,-24,-10,-33,-66,32,620,,
2.22908E+11,42,24,27,24,12,43,85,52,621,,
2.22908E+11,73,92,43,31,20,28,53,73,622,,
2.22908E+11,-128,-104,-83,-47,-32,-22,-33,25,623,,
2.22908E+11,61,48,35,1,13,13,25,-3,624,,
2.22908E+11,9,-49,-32,12,38,66,35,46,625,,
2.22908E+11,-12,-13,36,24,19,15,2,17,626,,
2.22908E+11,36,5,11,2,-20,-33,-21,-39,627,,
2.22908E+11,-22,-32,5,11,15,-13,11,-41,628,,
2.22908E+11,-64,-5,-40,-26,-26,-21,-64,8,629,,
2.22908E+11,-23,-86,-45,-19,-5,-53,-55,-97,630,,
2.22908E+11,69,96,60,1,-38,29,121,49,631,,
2.22908E+11,-16,-57,-41,-2,20,11,-49,-3,632,,
2.22908E+11,-63,38,7,-10,-47,-86,-44,12,633,,
2.22908E+11,-23,-76,-28,14,42,21,-40,77,634,,
2.22908E+11,42,64,33,1,-12,27,51,-32,635,,
2.22908E+11,77,12,4,-2,12,-22,81,65,636,,
2.22908E+11,-85,-54,-39,-44,-47,-34,-71,-106,637,,
2.22908E+11,50,83,50,22,13,25,41,72,638,,
2.22908E+11,-49,-69,-31,-13,26,12,23,-4,639,,
2.22908E+11,34,33,-24,8,19,11,-3,-45,640,,
2.22908E+11,-45,-27,22,57,112,6,-5,-49,641,,57
2.22908E+11,43,21,-8,-32,-106,-53,-6,-3,642,,
2.22908E+11,85,-56,-12,-4,-31,-4,-23,-13,643,,
2.22908E+11,-16,51,25,-57,-70,-7,97,56,644,,
2.22908E+11,46,95,12,-21,7,-4,-59,38,645,,
2.22908E+11,-85,-98,-86,-2,54,-12,-31,-5,646,,
2.22908E+11,-46,-13,2,33,45,9,19,-5,647,,
2.22908E+11,69,75,27,30,4,-2,41,49,648,,
2.22908E+11,-87,119,36,7,-10,-37,-65,-74,649,,
2.22908E+11,-94,-81,-58,-46,-32,-62,-88,-82,650,,
2.22908E+11,72,110,19,-2,-13,-15,41,51,651,,
2.22908E+11,35,96,15,-4,0,-7,50,39,652,,
2.22908E+11,-34,-78,-20,2,-23,32,92,-8,653,,
2.22908E+11,1,71,-3,-25,-13,-30,-98,-84,654,,
2.22908E+11,-39,-16,-10,-9,9,-30,-31,4,655,,
2.22908E+11,85,122,61,44,27,55,82,95,656,,
2.22908E+11,29,-45,-34,-34,-30,-5,-40,-40,657,,
2.22908E+11,-29,10,24,4,-14,36,18,-15,658,,
2.22908E+11,-5,-32,-22,8,48,-12,-65,32,659,,
2.22908E+11,-6,-4,31,16,-24,3,-22,33,660,,
2.22908E+11,127,-54,-19,-17,-51,31,108,126,661,,
2.22908E+11,-64,-26,37,53,93,58,63,127,662,,53
2.22908E+11,-41,-74,-40,-63,-52,-36,-37,-68,663,,
2.22908E+11,-26,-11,-23,7,39,64,64,-29,664,,
2.22908E+11,10,-37,-23,10,18,6,40,100,665,,
2.22908E+11,92,80,7,-19,-26,-17,24,-71,666,,
2.22908E+11,31,74,41,35,18,40,65,1,667,,
2.22908E+11,-40,2,51,19,7,-18,-116,1,668,,
2.22908E+11,-10,-41,-44,17,34,18,14,-28,669,,
2.22908E+11,15,24,15,-2,-6,-7,2,27,670,,
2.22908E+11,-42,59,19,6,-30,-46,44,38,671,,
2.22908E+11,-74,7,-8,6,8,-30,-20,65,672,,
2.22908E+11,-3,42,-7,-47,-53,-84,-36,-81,673,,
2.22908E+11,57,21,4,22,25,11,44,90,674,,
2.22908E+11,11,5,0,-16,-5,8,8,35,675,,
2.22908E+11,16,-12,19,53,73,46,57,13,676,,53
2.22908E+11,-1,8,15,-20,-98,-5,2,14,677,,
2.22908E+11,57,17,24,40,52,36,81,47,678,,
2.22908E+11,-24,53,25,-28,-42,-65,-67,6,679,,
2.22908E+11,34,-29,-23,21,57,28,-114,-102,680,,
2.22908E+11,-128,-95,-84,-32,13,-35,-123,-18,681,,
2.22908E+11,101,77,11,3,-24,-9,75,71,682,,
2.22908E+11,51,88,59,30,22,15,15,-27,683,,
2.22908E+11,15,-90,-64,-6,12,-6,-45,-49,684,,
2.22908E+11,-32,-38,-4,0,2,-12,1,-59,685,,
2.22908E+11,35,53,19,-7,-18,29,78,94,686,,
2.22908E+11,-58,-5,-20,13,25,-17,-69,-16,687,,
2.22908E+11,-34,-28,-51,-56,-51,28,-27,82,688,,
2.22908E+11,11,50,30,27,40,8,66,49,689,,
2.22908E+11,-54,-35,-36,-42,-71,-70,-31,19,690,,
2.22908E+11,28,-29,28,25,17,2,2,55,691,,
2.22908E+11,66,13,-39,-33,-32,-4,50,79,692,,
2.22908E+11,25,32,22,17,60,35,50,40,693,,
2.22908E+11,-50,-72,-16,6,36,46,29,28,694,,
2.22908E+11,34,-47,-42,-52,-100,-46,6,103,695,,
2.22908E+11,-54,1,75,14,-26,-30,60,-73,696,,
2.22908E+11,3,-42,-4,16,53,55,-73,-45,697,,
2.22908E+11,-13,-28,25,18,35,-5,-15,-119,698,,
2.22908E+11,-29,-43,-69,-11,6,31,-32,-70,699,,
2.22908E+11,4,17,7,2,2,-40,-12,8,700,,
2.22908E+11,81,44,14,-3,-30,9,72,93,701,,
2.22908E+11,-84,-33,3,11,59,21,-5,-128,702,,
2.22908E+11,0,-45,-7,-5,-56,-2,-33,-29,703,,
2.22908E+11,37,85,5,-5,19,-11,20,17,704,,
2.22908E+11,-63,97,40,5,-23,-13,-1,-54,705,,
2.22908E+11,-71,-60,-50,39,77,43,-19,-20,706,,
2.22908E+11,38,39,13,-3,-63,1,29,46,707,,
2.22908E+11,43,45,-31,-28,-49,3,125,120,708,,
2.22908E+11,-38,-55,-65,-86,-53,-57,-43,-70,709,,
2.22908E+11,75,-42,-31,-38,-15,5,-47,96,710,,
2.22908E+11,-25,44,44,68,122,90,98,59,711,,68
2.22908E+11,-13,-33,-5,35,28,45,75,58,712,,
2.22908E+11,112,127,32,28,11,16,-33,10,713,,
2.22908E+11,7,70,46,1,-29,-61,-71,-116,714,,
2.22908E+11,10,-54,-56,-26,6,-5,41,54,715,,
2.22908E+11,13,98,75,22,-7,34,-62,-35,716,,
2.22908E+11,-116,-114,-86,-53,-31,-69,-35,-43,717,,
2.22908E+11,102,93,19,2,5,36,-40,61,718,,
2.22908E+11,98,101,91,43,3,6,62,-63,719,,
2.22908E+11,-62,76,79,45,56,23,68,60,720,,
2.22908E+11,-30,-34,-37,-50,-56,-56,-38,23,721,,
2.22908E+11,-20,37,2,-14,-55,-18,12,80,722,,
2.22908E+11,42,-75,-92,-68,-29,-53,-44,62,723,,
2.22908E+11,49,39,48,74,74,32,47,83,724,,74
2.22908E+11,10,-39,25,-1,-22,-20,-9,8,725,,
2.22908E+11,27,-15,14,-1,-9,40,112,107,726,,
2.22908E+11,-41,39,17,38,46,10,53,21,727,,
2.22908E+11,4,60,-16,-30,-56,-67,-128,-34,728,,
2.22908E+11,46,6,0,-2,21,78,127,93,729,,
2.22908E+11,-7,-19,-33,-18,-12,-11,-103,-68,730,,
2.22908E+11,7,115,72,47,56,43,44,-10,731,,
2.22908E+11,-69,-89,-53,-59,-68,-51,-35,-128,732,,
2.22908E+11,-45,7,15,56,55,17,-66,-82,733,,56
2.22908E+11,7,-5,10,10,65,-38,12,27,734,,
2.22908E+11,-15,-25,-4,-25,-83,-37,-23,57,735,,
2.22908E+11,32,-22,-32,-17,48,0,-37,18,736,,
2.22908E+11,64,17,22,18,14,58,59,99,737,,
2.22908E+11,7,-3,-5,-54,-76,-61,-26,-17,738,,
2.22908E+11,1,-18,9,10,62,7,-12,-38,739,,
2.22908E+11,-15,47,14,13,26,46,36,-49,740,,
2.22908E+11,0,-61,-11,21,33,-1,19,-36,741,,
2.22908E+11,27,40,4,23,9,17,50,84,742,,
2.22908E+11,-55,-26,-29,-14,-14,-11,-45,27,743,,
2.22908E+11,-25,-37,-33,-49,-74,-58,-46,-47,744,,
2.22908E+11,73,-13,5,18,32,40,59,35,745,,
2.22908E+11,26,59,89,27,-25,-1,-2,-52,746,,
2.22908E+11,-87,-96,-60,-10,-2,-20,-83,-104,747,,
2.22908E+11,11,10,-5,11,42,38,-15,9,748,,
2.22908E+11,9,42,4,35,89,4,21,8,749,,
2.22908E+11,-7,8,-21,-37,-128,-83,-128,-55,750,,
2.22908E+11,53,-8,-7,-13,110,53,69,-59,751,,
2.22908E+11,-27,-64,-27,-60,-128,-20,-7,-6,752,,
2.22908E+11,43,127,57,11,43,46,66,114,753,,
2.22908E+11,-127,-73,-44,-10,61,-9,-82,-62,754,,
2.22908E+11,23,65,29,33,33,-5,19,92,755,,
2.22908E+11,17,-17,-13,23,65,58,64,68,756,,
2.22908E+11,123,71,33,18,-18,-1,-25,3,757,,
2.22908E+11,5,-3,9,19,-9,26,87,86,758,,
2.22908E+11,-93,54,-16,-28,-32,-25,-112,-114,759,,
2.22908E+11,-35,-26,-51,-40,-21,-44,-29,-44,760,,
2.22908E+11,56,16,5,5,-24,9,120,127,761,,
2.22908E+11,67,85,75,30,23,-1,-51,-38,762,,
2.22908E+11,-37,-107,-81,-14,-36,-27,-69,-79,763,,
2.22908E+11,50,54,42,22,14,-19,72,126,764,,
2.22908E+11,2,65,47,54,27,-5,16,57,765,,54
2.22908E+11,-28,-98,-55,0,27,59,127,-38,766,,
2.22908E+11,12,-42,-24,-26,-32,-33,10,-59,767,,
2.22908E+11,-51,-95,-46,-49,-50,-60,-90,-40,768,,
2.22908E+11,-102,81,18,4,-10,-67,-77,-56,769,,
2.22908E+11,31,37,-17,-49,-71,-65,-65,-53,770,,
2.22908E+11,42,6,34,31,79,35,30,92,771,,
2.22908E+11,11,-54,-27,-1,-36,7,60,62,772,,
2.22908E+11,-18,-46,-12,-36,-53,-21,25,1,773,,
2.22908E+11,-12,-59,-43,4,48,54,87,8,774,,
2.22908E+11,-55,98,76,14,-17,8,45,-57,775,,
2.22908E+11,47,18,-48,16,29,-1,-79,-62,776,,
2.22908E+11,52,-91,-23,-8,26,47,48,78,777,,
2.22908E+11,-49,-88,-70,-19,-16,-30,96,-81,778,,
2.22908E+11,67,89,88,53,32,69,116,68,779,,53
2.22908E+11,-108,-81,27,-27,2,12,-42,-43,780,,
2.22908E+11,-10,43,-64,19,-13,-48,31,-62,781,,
2.22908E+11,23,75,41,41,52,3,2,84,782,,
2.22908E+11,-16,-27,-51,-27,-32,34,92,34,783,,
2.22908E+11,1,21,21,-15,-43,-28,54,5,784,,
2.22908E+11,-16,-53,-21,-22,38,26,-71,-88,785,,
2.22908E+11,-70,52,-13,-72,-97,-65,-16,-26,786,,
2.22908E+11,99,29,15,26,36,25,50,96,787,,
2.22908E+11,-66,8,52,36,63,25,-42,-91,788,,
2.22909E+11,-16,-6,-16,-16,-2,12,-7,-52,789,,
2.22909E+11,68,98,16,44,44,34,-55,-16,790,,
2.22909E+11,-6,87,58,33,9,-4,-54,-41,791,,
2.22909E+11,-50,-62,-65,-45,-47,-62,6,-15,792,,
2.22909E+11,11,-87,-24,11,0,24,19,56,793,,
2.22909E+11,32,48,-42,-40,-5,42,34,110,794,,
2.22909E+11,-16,20,15,19,-16,-21,21,70,795,,
2.22909E+11,26,23,13,28,43,34,11,88,796,,
2.22909E+11,18,21,55,7,-7,-3,46,96,797,,
2.22909E+11,-29,-27,-64,-6,-33,-41,-84,-35,798,,
2.22909E+11,-5,-86,-15,-20,-26,4,59,10,799,,
2.22909E+11,98,127,83,89,106,71,93,79,800,,89
2.22909E+11,-92,-73,-14,-14,28,-57,-29,-47,801,,
2.22909E+11,76,-46,-11,-44,-99,-29,-97,33,802,,
2.22909E+11,2,83,11,-37,8,-32,26,38,803,,
2.22909E+11,-15,-82,-47,-19,63,4,7,-49,804,,
2.22909E+11,-8,14,-27,-59,-110,-18,-20,-80,805,,
2.22909E+11,72,19,36,51,72,28,39,117,806,,51
2.22909E+11,-86,-72,-29,0,-40,-35,-70,-68,807,,
2.22909E+11,126,30,3,0,-26,-15,-12,-84,808,,
2.22909E+11,-4,127,93,86,90,39,-24,45,809,,86
2.22909E+11,-2,-81,-5,-33,-11,-19,17,-28,810,,
2.22909E+11,-50,-128,-106,-41,-58,-42,-35,-88,811,,
2.22909E+11,85,117,74,39,25,34,90,108,812,,
2.22909E+11,1,-61,-24,-11,-29,-33,24,17,813,,
2.22909E+11,77,77,32,26,18,-20,6,61,814,,
2.22909E+11,48,2,-18,-11,29,-2,10,53,815,,
2.22909E+11,-94,-24,15,5,4,2,116,39,816,,
2.22909E+11,105,56,29,12,-30,44,38,66,817,,
2.22909E+11,-113,-75,-10,-47,-15,-42,-60,-107,818,,
2.22909E+11,58,-1,-21,-1,48,54,62,-19,819,,
2.22909E+11,-24,-16,-36,-8,-46,-37,-123,-113,820,,
2.22909E+11,-25,-13,-2,-20,11,42,25,98,821,,
2.22909E+11,-49,8,1,6,-15,-2,-28,-107,822,,
2.22909E+11,53,-17,-30,-14,-25,-48,-29,59,823,,
2.22909E+11,36,65,86,43,51,35,35,122,824,,
2.22909E+11,-73,-78,-103,-74,-33,-72,-104,-100,825,,
2.22909E+11,27,38,10,26,9,6,22,22,826,,
2.22909E+11,6,31,-12,-28,-1,13,11,22,827,,
2.22909E+11,61,0,-45,-15,-20,6,94,127,828,,
2.22909E+11,-5,-23,50,-19,-40,-17,-122,-94,829,,
2.22909E+11,18,91,69,101,91,110,127,53,830,,101
2.22909E+11,-70,-101,-26,-13,-11,1,-114,-29,831,,
2.22909E+11,42,-18,-43,-29,-37,-60,5,-91,832,,
2.22909E+11,-13,17,-39,-38,-23,33,-15,-70,833,,
2.22909E+11,18,-9,21,4,13,-15,79,88,834,,
2.22909E+11,-4,14,22,5,-35,-33,-107,-67,835,,
2.22909E+11,7,5,-5,-5,42,75,0,46,836,,
2.22909E+11,71,67,51,73,6,38,-7,72,837,,73
2.22909E+11,-34,-71,-39,-37,27,29,89,-8,838,,
2.22909E+11,-7,0,-11,-8,-27,-10,-12,-61,839,,
2.22909E+11,-9,-27,-27,-7,3,-6,-58,-51,840,,
2.22909E+11,77,-2,32,33,24,-16,83,103,841,,
2.22909E+11,-92,43,16,-8,-9,-12,-48,-43,842,,
2.22909E+11,37,66,54,14,16,25,-4,-36,843,,
2.22909E+11,-15,-89,-22,-10,-13,-18,41,62,844,,
2.22909E+11,-94,-103,-12,0,-3,-69,-57,-70,845,,
2.22909E+11,52,36,-22,10,6,87,79,77,846,,
2.22909E+11,14,82,5,-23,-4,-74,-54,-85,847,,
2.22909E+11,-46,-13,28,-3,-17,-6,-10,37,848,,
2.22909E+11,124,73,5,17,4,33,94,100,849,,
2.22909E+11,-128,-74,-13,-24,-14,-48,-128,-62,850,,
2.22909E+11,39,25,3,19,21,7,-18,-3,851,,
2.22909E+11,14,38,-16,4,60,41,46,-35,852,,
2.22909E+11,16,-13,-22,-32,-81,-11,-2,34,853,,
2.22909E+11,13,5,-3,-38,-30,-23,20,51,854,,
2.22909E+11,14,-8,16,33,39,-25,-4,74,855,,
2.22909E+11,-33,-30,-32,-51,-49,-78,-80,54,856,,
2.22909E+11,-22,17,-9,1,36,-5,-62,-82,857,,
2.22909E+11,56,73,22,19,0,-12,-16,-9,858,,
2.22909E+11,-52,-56,-50,-39,-48,28,98,93,859,,
