timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
222719165111,0,33,14,-9,-34,-16,-18,11
222719165111,7,11,9,37,68,55,30,-2
222719179977,-61,-16,9,17,29,3,-41,-42
222719179977,23,1,-10,-32,-68,-18,0,-11
222719181540,113,50,15,-9,-24,-18,25,44
222719181540,-104,-59,-11,17,20,-1,-1,-27
222719202460,-49,-68,-36,-31,-27,-39,-54,-62
222719202460,-6,-27,-8,-18,16,31,20,2
222719204034,-27,-1,-4,15,-12,-23,-24,3
222719204034,72,59,19,24,10,21,21,50
222719216168,-35,33,14,-17,-28,3,20,38
222719216168,-91,-88,-36,-22,7,-18,-9,-103
222719225493,37,22,4,2,-6,-44,-32,7
222719225493,-98,-3,9,13,21,6,-34,-23
222719240123,-12,-32,-13,-4,62,25,18,-38
222719240123,48,22,2,-26,-44,3,29,27
222719241549,55,15,-1,-61,-86,-35,-17,33
222719241549,-67,-13,-9,-57,-5,-22,-1,-9
222719262859,20,19,16,17,71,14,9,70
222719262859,18,8,-3,-29,-44,-8,5,-15
222719264495,-13,1,3,18,-1,19,0,8
222719264495,42,23,5,34,24,10,15,9
222719276150,4,-5,2,11,-31,-21,-23,-8
222719276150,44,12,0,46,39,28,44,11
222719285063,-44,-20,-9,20,8,-5,-6,13
222719285063,33,14,-2,15,-4,35,39,4
222719299775,-13,-5,7,23,-6,-25,-35,30
222719299775,18,1,-7,1,-7,-13,-9,12
222719306067,-23,-3,2,12,20,6,11,-10
222719306067,15,9,2,10,11,8,-2,-1
222719322416,13,9,4,-8,-39,-6,2,-51
222719322416,-14,12,11,9,15,23,-3,17
222719324282,45,-14,-11,-5,21,-13,-26,-11
222719324282,-8,-2,-4,-2,-7,3,26,-8
222719336104,31,0,-5,-16,-26,-9,-16,-26
222719336104,11,9,6,4,19,-10,-20,-15
222719352523,-23,-4,4,13,15,8,19,-5
222719352523,27,5,3,2,-2,-1,0,-1
222719359925,-77,-16,-1,3,35,-13,-3,-2
222719359925,18,-13,-18,-34,-47,6,9,-15
222719361533,3,9,7,18,-26,-17,-21,16
222719361533,42,8,-2,-26,-28,-3,-7,11
222719382914,-41,-2,1,3,13,7,18,-40
222719382914,16,3,2,3,1,9,4,65
222719388693,-39,-4,4,11,55,-4,-12,-48
222719388693,85,5,-4,-7,-20,12,-7,4
222719396140,-6,-7,-2,-8,-22,-6,2,23
222719396140,28,1,-3,10,28,6,9,-7
222719405016,-20,-16,-11,-15,-11,0,1,1
222719405016,2,6,0,3,4,-8,-21,15
222719420219,10,1,1,-8,-13,3,-10,16
222719420219,34,7,5,7,14,-1,-10,5
222719421578,-22,5,6,-2,-5,2,7,20
222719421578,30,-16,-13,-6,-2,-12,-8,-19
222719442388,7,-7,-8,-6,-11,12,32,18
222719442388,-11,3,1,3,14,-22,-32,-7
222719444077,-2,7,3,-2,-10,-5,-6,3
222719444077,-76,-25,-6,1,12,-6,2,-28
222719456066,12,10,5,6,-6,1,-4,-1
222719456066,7,17,1,-14,-10,3,4,-6
222719465049,-13,-29,-8,-2,14,5,-4,-8
222719465049,-12,-1,1,17,32,0,13,19
222719479948,-6,1,-1,-13,-30,24,0,1
222719479948,37,0,0,-1,-19,-21,-16,-8
222719481534,-2,1,-3,-12,-20,-5,15,-21
222719481534,-24,-6,0,5,13,-11,-13,-4
222719502544,8,0,1,5,9,4,4,7
222719502544,4,4,2,5,7,11,4,0
222719504029,27,4,-1,2,6,5,4,33
222719504029,-23,-1,-2,-3,-8,-9,-24,-61
222719516204,0,2,-1,-6,-6,-6,-2,-2
222719516204,-26,-12,-3,1,6,1,8,4
222719525048,14,2,-1,2,4,-1,5,4
222719525048,-19,0,2,0,4,10,20,41
222719541323,-3,-4,-5,-4,-10,-34,-27,3
222719541323,-12,-6,-1,7,26,7,8,-16
222719542978,-3,-2,-2,-10,-29,0,1,14
222719542978,-8,10,-1,-4,-8,-1,1,14
222719563674,-7,-14,-7,-5,-2,4,25,-49
222719563674,-8,-3,3,11,16,-5,-14,14
222719565286,-1,1,-2,-7,-4,0,-3,-17
222719565286,-14,-6,0,-1,-8,-2,-10,-13
222719576168,-15,8,6,4,0,-4,-2,18
222719576168,2,-1,2,1,-2,11,8,-5
222719585012,59,7,-4,-2,3,-1,-2,-2
222719585012,16,-10,-5,-7,-10,-1,-5,4
222719600020,6,4,-1,-1,2,5,12,27
222719600020,-5,1,1,-2,0,1,-8,-9
222719601487,-30,4,5,9,8,18,0,9
222719601487,23,-5,1,8,17,-10,-13,20
222719622180,-14,-4,-6,-18,-44,-8,-14,30
222719622180,-17,0,-1,2,-1,-7,0,-13
222719628542,-29,-10,-6,-1,27,9,8,-4
222719628542,19,13,4,-3,-31,-14,-4,-12
222719644965,3,-7,3,7,16,0,-14,-6
222719644965,-16,-9,-8,-12,-17,-11,7,0
222719646532,25,7,2,5,11,6,3,21
222719646532,-13,-14,-8,-3,3,0,3,-9
222719659269,17,15,4,2,-2,-6,0,-11
222719659269,0,-2,2,0,-1,7,4,-3
222719666197,-47,-11,-4,-2,-1,-7,-6,-30
222719666197,32,16,6,3,1,4,3,21
222719682411,6,-3,-4,-5,-5,-7,-5,-11
222719682411,4,5,5,4,7,5,4,-4
222719684039,-4,8,8,2,-2,-1,-10,38
222719684039,11,-11,-5,-5,-9,3,8,-12
222719704903,-2,4,1,9,14,-4,-27,-11
222719704903,-6,1,-4,-5,-6,-2,-4,-6
222719706540,-4,-4,-5,-3,-4,2,7,-15
222719706540,4,12,5,0,2,-3,-11,-24
222719720005,-44,-7,0,6,16,10,20,4
222719720005,22,-1,-1,3,3,-3,-3,-3
222719721485,-36,-18,-10,-16,-37,-14,-8,-19
222719721485,8,6,-1,-3,5,3,13,10
222719742485,42,15,3,6,8,4,-18,9
222719742485,40,-8,-7,-4,-4,-1,7,12
222719744097,-9,-3,-2,4,9,0,-13,-11
222719744097,21,2,2,6,1,6,25,15
222719764077,-56,-13,-3,-5,-9,-9,-6,-27
222719764077,-8,-2,-3,-1,4,6,7,8
222719772501,6,5,1,-1,-2,-3,0,-7
222719772501,-1,-5,-6,-2,-1,-4,-33,-21
222719779772,8,-3,-3,-1,-1,1,8,13
222719779772,-37,-1,1,-1,-4,0,-2,-19
222719787534,-3,-1,0,-1,1,-3,5,-16
222719787534,-15,0,2,1,2,0,-11,27
222719811325,3,-7,-5,-4,5,-3,-1,-10
222719811325,-11,-6,-7,0,6,1,-7,6
222719813028,12,5,3,-7,-23,-18,-7,-4
222719813028,6,2,5,-1,-1,5,10,6
222719825082,-7,8,2,1,5,15,14,-6
222719825082,-12,-15,-3,2,-3,-9,-5,2
222719826859,-13,3,-3,-1,1,-2,-15,-2
222719826859,17,0,2,7,5,-3,-5,-29
222719839532,-17,-5,-1,-1,-7,4,10,-12
222719839532,-47,-4,-1,-4,-4,1,5,-4
222719847459,29,8,-1,1,5,2,13,-5
222719847459,-42,-15,-4,-6,-3,1,6,31
222719861653,-12,-6,-7,-4,-4,-6,-10,-33
222719861653,-24,6,0,-4,-5,-2,-4,-15
222719869988,23,-8,-5,0,5,-2,-3,15
222719869988,-19,2,1,2,1,2,8,-3
222719884980,42,3,2,1,-3,-5,2,18
222719884980,-22,-6,-5,-4,-7,-4,-2,-2
222719886500,-6,5,3,-1,5,5,7,-27
222719886500,-1,4,1,1,-13,-4,-5,-26
222719899207,7,-3,0,6,9,-1,-10,7
222719899207,35,7,-4,1,7,2,-4,-5
222719906073,-17,-12,-6,-13,-27,-4,-11,1
222719906073,17,0,1,-11,-10,-15,-4,6
222719922405,11,4,3,0,-2,7,14,2
222719922405,11,3,5,6,10,-17,-18,10
222719924135,14,5,1,10,16,10,-1,3
222719924135,-11,-3,-6,-4,-1,-16,5,-12
222719944872,7,1,-3,-2,-4,-10,-7,6
222719944872,-22,-5,2,-2,-5,-1,-14,3
222719946541,-13,-5,-2,-1,0,-4,-3,-32
222719946541,14,-1,-2,-2,-1,1,-3,8
222719959358,17,0,-2,-2,-1,0,0,11
222719959358,1,4,1,-3,-5,3,5,-26
222719966101,27,0,-2,0,-2,-3,3,11
222719966101,16,-5,-2,3,8,9,0,20
222719982358,-20,1,4,1,-3,-5,-3,-24
222719982358,-1,-3,2,-5,-7,2,2,-5
222719984029,7,-2,-3,1,3,1,-2,13
222719984029,-15,1,-1,4,3,4,11,-8
222720004893,5,-6,-4,1,4,-7,-5,-17
222720004893,-10,-1,-1,-9,-23,2,4,-6
222720006508,-9,-1,3,3,7,-3,0,6
222720006508,11,2,0,5,6,1,-4,-28
222720019251,-3,1,-2,-8,-16,-2,-13,24
222720019251,8,1,-3,3,12,4,9,5
222720025994,21,10,3,3,-2,-6,-7,-10
222720025994,-49,-18,-8,-14,-16,0,1,-11
222720042350,32,9,6,7,8,-5,-36,14
222720042350,-23,4,2,0,2,2,5,-6
222720044056,4,-12,-5,-4,0,1,4,24
222720044056,6,1,0,3,4,-4,-7,-2
222720064944,1,-4,-2,-2,-5,-2,1,12
222720064944,7,4,0,-2,-2,1,-10,25
222720066555,10,2,2,4,3,0,1,2
222720066555,3,-3,-2,0,2,4,0,16
222720079360,-18,0,0,-2,-3,0,11,-3
222720079360,16,-2,-1,-3,-4,0,7,-1
222720086054,-18,-4,2,-1,1,0,3,-12
222720086054,7,5,2,2,1,3,-1,35
222720102514,7,-1,-3,-4,-3,-1,6,-5
222720102514,3,-6,-8,-1,-1,-5,-5,-6
222720104014,-11,-1,-2,3,10,7,6,0
222720104014,38,14,4,-5,-17,-3,-7,7
222720124823,-27,-12,-1,0,1,-2,2,0
222720124823,11,-6,-3,-2,0,-4,-6,15
222720126478,64,8,0,-2,3,-4,-10,18
222720126478,-47,-8,-3,2,-1,-1,-11,-17
222720138517,15,4,0,-2,0,3,14,29
222720138517,0,1,3,5,0,-3,-3,-16
222720147538,4,1,-1,1,9,2,6,9
222720147538,-34,-2,3,-1,-2,4,15,14
222720162521,11,-5,0,-1,-5,-3,8,6
222720162521,-2,5,1,-1,-1,3,0,-16
222720164054,-9,-4,-3,0,-3,-1,-1,-1
222720164054,7,3,-1,1,4,-3,1,-9
222720184859,-9,-4,-3,0,-3,1,3,-5
222720184859,13,-2,-8,-4,-1,0,3,-9
222720186540,-33,-4,1,-1,-5,-1,15,-15
222720186540,10,1,0,1,1,5,19,17
222720198675,-1,1,1,0,0,1,0,-5
222720198675,15,5,1,-2,0,-1,-27,42
222720215034,-9,-4,-4,-2,-6,-6,-9,-4
222720215034,-20,-14,-5,1,2,0,-25,-25
222720222404,6,4,1,-1,0,2,7,-10
222720222404,4,-3,-6,-4,-2,2,17,-2
222720224035,-34,-1,2,-1,-5,-5,-16,-5
222720224035,6,1,2,5,9,1,-1,24
222720244994,9,-6,-5,-3,-2,-5,-7,-19
222720244994,-12,-6,-1,-3,-5,0,6,-3
222720246610,-6,-4,-4,-3,-2,2,3,3
222720246610,14,16,5,3,2,0,6,-14
222720258547,-16,-15,-5,1,2,-3,-4,-1
222720258547,-2,-3,-6,-4,-3,0,9,-9
222720267536,1,4,4,2,-2,0,5,15
222720267536,34,3,1,0,3,-3,-5,-9
222720282512,-38,-1,3,1,-1,3,-3,6
222720282512,-3,-3,-5,-3,-1,-1,-4,8
222720283986,-1,-2,-1,-1,-1,-1,-13,-4
222720283986,-1,-3,-1,-2,-2,-2,2,6
222720304864,37,9,7,8,3,-13,-34,22
222720304864,-12,-10,-5,-5,1,8,10,-13
222720306550,1,0,-1,-7,-13,-8,-18,-5
222720306550,-7,-1,-2,5,13,0,6,5
222720318630,-12,-3,-7,-13,-30,-3,10,-18
222720318630,17,1,-1,2,3,-11,-6,-3
222720327519,0,0,-4,-4,-3,1,6,-4
222720327519,-11,-2,-2,-2,-3,1,-3,-20
222720342347,-30,-8,-3,-3,4,1,5,-5
222720342347,10,8,5,6,3,-1,-3,-3
222720343973,8,11,7,3,-1,6,11,-3
222720343973,0,-9,-4,-3,-5,-6,-6,-3
222720365015,18,-6,-9,-6,1,0,-4,-12
222720365015,-3,9,3,-3,-3,-1,-12,-6
222720366652,0,-6,0,7,8,-1,-2,24
222720366652,16,10,4,2,-2,0,-10,9
222720378631,5,-1,-1,-3,0,3,13,3
222720378631,-12,-7,-2,-4,-4,1,25,0
222720387516,11,1,-3,-3,-3,-3,-4,-5
222720387516,0,-6,-5,-2,-2,-1,2,1
222720402420,-1,1,1,1,1,3,6,7
222720402420,-11,-4,-1,-3,0,-1,1,-10
222720404028,-6,-2,-1,-3,0,1,7,-5
222720404028,-7,-6,-3,-2,-5,-3,-5,-3
222720424831,0,4,-1,-1,3,-1,0,-8
222720424831,4,0,-2,0,-2,0,12,-11
222720426473,-16,-5,-4,-3,-2,0,-8,-15
222720426473,10,-9,-8,-6,-5,-3,-3,-5
222720438663,16,11,2,1,-1,1,10,11
222720438663,16,10,5,5,2,1,-6,8
222720447543,-97,-44,-12,-7,-4,-4,-4,-35
222720447543,12,0,-6,-7,-5,-2,10,-10
222720462370,8,4,1,3,3,3,0,7
222720462370,5,9,7,4,-1,-4,-24,12
222720464064,9,16,8,6,11,0,1,-6
222720464064,38,-5,1,-1,-5,-2,-16,4
222720484983,-19,-13,-11,-4,-2,-3,-9,-18
222720484983,5,-1,-3,-3,5,2,-7,11
222720486472,18,5,-2,-4,-9,-2,6,-9
222720486472,-23,-2,0,1,6,-1,-12,21
222720498665,5,3,2,2,1,1,7,3
222720498665,-9,-8,-1,0,-1,1,3,-1
222720507517,8,5,0,0,4,-2,-5,-19
222720507517,-15,4,2,-3,-4,0,29,3
222720522315,-3,-2,0,1,0,-1,-3,1
222720522315,-19,-4,-2,0,-2,-5,-10,-12
222720524074,6,-3,-3,-3,-2,-1,2,18
222720524074,-6,1,0,0,-3,-1,1,-9
222720544891,7,2,0,0,-1,1,3,12
222720544891,-20,-5,-2,-1,-1,3,13,-16
222720546558,19,5,-1,2,0,1,-9,26
222720546558,-10,13,10,5,4,2,-1,-8
222720558603,5,-19,-3,-3,-3,-4,-3,-1
222720558603,31,-2,-7,0,6,2,24,2
222720567467,8,0,-3,-8,-24,-1,4,3
222720567467,-8,5,-3,-1,1,0,-1,-16
222720582487,-1,7,6,2,1,-1,-2,-15
222720582487,-21,-9,-4,-6,-8,-1,22,-24
222720584032,-5,1,2,7,7,0,0,-1
222720584032,22,-3,-1,0,5,0,-10,1
222720604857,-12,-1,-3,-12,-15,-5,-1,-16
222720604857,-6,-6,-5,-3,-1,-1,-13,1
222720606494,1,3,0,0,2,-3,0,15
222720606494,-20,-6,-2,-3,-4,-2,10,-32
222720627366,-16,-5,-2,3,16,-1,-7,-6
222720627366,-7,4,-1,-6,-24,-7,-15,5
222720629110,6,2,2,-2,5,1,7,7
222720629110,-22,-10,-4,-1,-3,1,1,4
222720642342,-1,3,-1,1,0,0,2,10
222720642342,3,11,7,5,14,-1,-9,-4
222720644000,-30,-21,-7,-7,-13,-2,0,-13
222720644000,7,2,1,1,-1,-2,-3,5
222720664993,29,-1,-4,-4,-4,0,8,-14
222720664993,-47,3,3,4,6,-2,-14,-1
222720666546,27,-3,-1,-2,1,-3,12,-1
222720666546,-7,0,2,2,2,0,-15,3
222720687427,-2,1,-3,-4,-5,0,1,-2
222720687427,22,3,2,1,-2,-3,-4,8
222720689133,-19,2,-2,0,3,2,2,-11
222720689133,-4,-11,-7,-3,-7,-5,-5,2
222720702419,1,6,2,2,-1,-1,-2,-5
222720702419,9,-2,-3,-2,-2,1,-2,24
222720704047,11,10,2,3,4,1,-5,-2
222720704047,-14,-6,-3,-2,1,0,2,-7
222720724858,-2,4,4,2,1,4,10,4
222720724858,-1,-3,2,2,1,0,6,0
222720726460,35,14,1,3,4,-1,-21,7
222720726460,29,10,3,0,-1,-3,2,14
222720747445,-97,-47,-13,-8,-7,-8,-8,-38
222720747445,49,3,-3,-6,-4,-5,-11,-5
222720748984,26,7,4,5,-2,-1,-5,1
222720748984,-9,0,-6,-5,-3,-6,-4,-4
222720763123,29,18,4,11,35,21,-1,12
222720763123,-68,-60,-21,-9,-17,-10,-12,-34
222720768713,53,7,-2,-19,-52,-8,13,6
222720768713,0,9,4,1,6,7,7,9
222720786263,39,21,8,10,3,-4,4,20
222720786263,10,11,2,7,34,21,10,9
222720787810,-30,-8,-6,-9,-21,-4,-3,-4
222720787810,8,-2,-1,0,-6,-4,-14,6
222720807374,-12,-5,-3,-9,-12,-5,-6,-2
222720807374,17,6,2,7,13,6,27,5
222720809147,-30,-8,4,10,20,10,17,-18
222720809147,-15,-2,2,0,-4,-7,-55,-19
222720821707,1,-24,-18,-19,-20,-44,-49,-26
222720821707,-8,22,0,-1,-10,1,7,-6
222720828676,45,30,21,8,13,20,49,43
222720828676,-53,5,4,3,17,22,69,-15
222720844617,34,-20,16,14,17,27,16,-2
222720844617,-20,-12,-10,-8,-33,-32,-103,-27
222720850990,-55,-52,-54,-51,-34,-104,34,-100
222720850990,39,2,-16,-9,-26,19,22,23
222720867439,40,77,40,22,31,23,-55,27
222720867439,6,13,28,4,-34,34,127,71
222720869018,35,-26,8,23,37,37,-128,39
222720869018,-44,-61,-54,-42,-23,-79,-49,-89
222720881154,34,34,13,-5,-17,31,72,95
222720881154,-33,-56,-48,-30,-14,-52,-118,-83
222720889960,-7,81,33,-1,-20,14,61,45
222720889960,22,-13,-9,-20,-30,-13,-51,-3
222720904836,-103,-69,-58,-12,9,-46,-104,-114
222720904836,8,-21,8,-7,35,20,116,45
222720906533,72,15,23,27,15,17,3,108
222720906533,63,119,66,42,28,34,34,50
222720927482,25,-111,-20,7,4,37,79,79
222720927482,-80,-77,-56,-22,-26,-67,-33,-96
222720928984,3,6,-23,0,18,57,81,41
222720928984,-14,-89,9,25,48,-1,69,5
222720940997,56,127,65,-3,-24,22,-66,1
222720940997,20,6,40,22,-47,5,55,60
222720950028,-32,-1,-36,-71,-80,-89,-89,-93
222720950028,-16,-63,-16,1,22,-13,31,65
222720964937,-16,10,-16,7,-22,30,67,-1
222720964937,-10,-101,-38,-3,54,38,82,79
222720966503,21,81,23,58,59,30,-67,-10
222720966503,-52,-18,-19,-9,-1,14,64,7
222720987350,-24,-32,-85,-47,9,-43,24,-65
222720987350,85,73,59,30,8,43,-1,87
222720989025,21,-6,74,32,23,4,2,22
222720989025,64,38,-73,5,-17,-24,-105,28
222721001021,-22,40,78,37,7,3,39,-49
222721001021,29,50,34,26,26,-5,16,-4
222721010057,-10,6,-27,-23,-25,-12,22,36
222721010057,-24,-89,23,8,33,-6,12,-99
222721024874,-14,-9,-68,-15,0,24,16,-54
222721024874,36,6,-42,-32,-10,15,57,12
222721026577,-36,-15,5,-34,-69,-58,-71,-63
222721026577,72,66,17,-16,-39,126,118,96
222721047301,-55,-49,-33,-30,-25,-117,-120,11
222721047301,-22,-58,4,-8,5,-20,-30,-15
222721048969,40,-26,-23,21,54,22,114,123
222721048969,27,-41,-14,8,11,25,21,80
222721061125,120,110,80,48,23,10,21,127
222721061125,-33,-17,1,-5,12,44,42,-31
222721069964,-128,-128,-84,-31,-8,-35,-57,-127
222721069964,32,24,26,30,-12,1,-30,-24
222721084814,39,18,46,94,107,6,51,15
222721084814,84,63,-43,-74,-92,-44,31,112
222721086466,15,6,13,-19,-31,-25,72,-4
222721086466,-46,37,4,38,65,-2,-7,-84
222721107344,19,-23,-6,-60,-80,-19,-23,69
222721107344,-34,60,40,107,48,33,-37,-87
222721109021,24,-37,-24,-15,-64,-25,-15,-14
222721109021,21,38,14,-16,-12,1,-24,127
222721121103,-22,-6,-19,-29,-21,3,29,-2
222721121103,-35,-54,-14,2,51,-6,-101,-13
222721129977,-6,38,49,-15,12,45,84,-19
222721129977,4,21,-40,3,1,-23,-63,5
222721144898,-20,34,51,28,17,37,13,-63
222721144898,22,-18,-3,16,-1,6,-28,58
222721146541,-17,31,32,8,53,-5,-92,-82
222721146541,15,48,54,60,43,3,84,42
222721167450,-28,-97,-44,-70,-47,-4,-36,-3
222721167450,-1,48,11,-50,-107,-28,7,-42
222721168993,-19,-64,-32,40,103,30,15,-33
222721168993,-86,-27,-30,-74,-74,-40,42,-88
222721181102,27,68,-1,58,48,11,-19,48
222721181102,-83,-65,-65,-51,-32,-13,56,-66
222721190009,-28,31,-12,6,8,4,12,-5
222721190009,3,-53,-1,-13,-32,43,52,24
222721204827,53,97,42,57,53,-2,33,-74
222721204827,-37,-74,33,9,11,-8,-81,-1
222721206479,77,42,0,14,-9,-10,-10,62
222721206479,-64,-49,-73,-68,-33,-46,-100,-97
222721227482,-6,-67,-34,-42,-54,-20,-26,9
222721227482,71,127,46,76,65,19,-105,-32
222721228967,48,14,90,50,27,36,15,28
222721228967,-1,-11,5,14,62,-7,-70,-12
222721240999,-14,-75,-57,-34,-17,-10,7,13
222721240999,21,34,14,-83,-79,-30,-20,-50
222721250072,13,-4,28,73,35,38,34,65
222721250072,36,84,21,-41,-21,-11,-9,-31
222721264055,-60,-71,-24,15,34,12,11,-52
222721264055,3,-33,-38,3,4,-4,-7,45
222721272479,-21,60,-21,-29,-28,-25,8,-29
222721272479,-21,-19,19,33,24,30,8,-93
222721294933,11,-6,-3,-18,-41,-22,23,74
222721294933,42,40,4,25,46,37,73,36
222721296497,-38,-57,-9,-26,-17,-23,-84,7
222721296497,-11,-51,-20,-16,-8,-1,79,84
222721300982,-6,-37,-62,-53,-47,-47,-65,-98
222721300982,106,80,87,66,79,35,95,115
222721309965,-33,-35,12,29,-19,67,64,25
222721309965,-65,-45,42,69,94,-20,-30,-67
222721323893,-26,-17,-30,-69,-91,-45,-25,-39
222721323893,12,27,12,1,57,-7,35,15
222721332454,36,7,-26,-12,-29,-18,-15,-3
222721332454,-14,5,-2,-29,4,4,-20,-4
222721347276,16,-73,-15,-34,8,19,6,66
222721347276,2,104,19,70,62,26,-22,-28
222721349020,-78,-91,-34,-32,-20,-33,1,-46
222721349020,25,17,4,21,-26,-31,-91,99
222721361005,-1,-34,-19,7,36,12,22,6
222721361005,-95,-97,-62,-52,-119,-8,23,74
222721370011,38,17,-29,-5,29,1,-55,-51
222721370011,6,4,63,36,72,19,-1,-47
222721385338,-6,34,18,49,-42,-1,-48,16
222721385338,-11,-62,3,8,87,-23,-86,-76
222721387003,18,8,-11,-70,-77,-25,33,31
222721387003,9,20,-17,-30,-55,-7,-11,30
222721407319,13,80,79,42,82,53,111,82
222721407319,-60,-73,-47,-7,119,-9,-108,-110
222721409000,7,0,-16,82,35,12,39,51
222721409000,67,43,-9,-97,-96,-56,-67,92
222721420974,28,29,19,44,65,34,47,74
222721420974,11,29,-15,-46,-23,-8,-10,-19
222721430073,-41,-55,2,24,100,33,34,-76
222721430073,63,64,36,64,22,32,85,85
222721444185,-95,-56,-3,-9,-15,-4,-42,-65
222721444185,0,103,5,-3,-54,-18,-32,-19
222721450998,-87,-88,-31,-38,-31,-26,-16,-43
222721450998,82,-22,-72,-10,-4,18,-23,34
222721467348,-8,25,-31,-11,-23,-3,-33,-78
222721467348,23,-4,69,13,-1,4,113,43
222721468971,19,77,94,38,39,34,34,28
222721468971,-4,-11,-23,14,-7,-9,68,-56
222721489920,-30,-8,44,-17,-6,6,60,17
222721489920,3,-51,-83,-91,-121,-31,31,11
222721491443,-15,-3,-16,-24,86,-25,-84,-21
222721491443,-1,67,36,13,23,20,63,25
222721504164,24,-46,-9,-18,-39,-41,-73,-86
222721504164,-17,40,-9,22,-15,-30,23,-16
222721510982,97,-13,23,23,-2,44,84,127
222721510982,-34,-8,-37,1,84,35,17,-80
222721527426,22,100,60,49,-3,-14,-54,52
222721527426,-6,-128,-79,-53,-30,-11,-49,41
222721529033,-74,-115,-21,-48,-2,0,14,-1
222721529033,61,89,71,86,19,20,29,19
222721549924,-33,68,-45,-11,30,5,31,-27
222721549924,53,-43,32,109,77,-23,-69,47
222721551445,50,127,26,-91,-90,26,71,53
222721551445,-97,-128,-119,-38,-49,-28,-68,-65
222721572497,22,1,-28,1,-19,15,-38,71
222721572497,-6,-25,36,6,41,7,22,-29
222721574013,-15,51,1,-24,-24,-22,-76,-16
222721574013,8,-30,0,-39,-28,-18,-14,-45
222721587330,-20,4,0,34,51,9,44,-37
222721587330,-23,17,3,35,54,23,10,-10
222721589027,55,88,26,12,-24,15,56,-25
222721589027,-78,-51,-68,-43,-23,-11,65,-7
222721609794,0,-13,45,-40,-35,-35,-70,-81
222721609794,-29,-65,-10,-26,-2,36,30,-39
222721611432,-9,-39,-71,7,3,-30,-44,-42
222721611432,30,125,114,109,95,22,-103,19
222721624292,5,-54,-23,29,63,3,72,11
222721624292,44,127,39,-7,-126,8,39,76
222721630992,-47,-94,-37,1,42,-3,-18,-19
222721630992,-34,-62,-86,-69,-59,-54,-69,-75
222721654844,28,-1,12,11,97,20,34,104
222721654844,25,54,4,17,-15,-11,-41,16
222721656456,13,13,-45,5,-41,8,10,29
222721656456,17,-14,52,-45,-23,12,44,109
222721669965,-2,-22,15,38,16,12,-2,-1
222721669965,-1,-23,-28,-36,-1,4,32,49
222721671483,12,27,29,54,56,1,-12,-12
222721671483,-25,-32,5,-7,-34,-8,14,-28
222721684297,4,39,-23,-20,-6,-10,-18,7
222721684297,-56,7,19,26,41,32,79,10
222721698610,1,-12,-2,17,-3,-18,-59,-47
222721698610,-25,39,63,31,10,-4,-44,-44
222721707327,-11,-30,-4,-26,-29,15,35,8
222721707327,7,-5,-16,6,30,-1,23,26
222721708966,3,43,40,35,72,3,-26,14
222721708966,23,-46,-22,-59,-100,-11,56,43
222721729702,-25,-47,-14,24,101,-11,-90,-40
222721729702,24,36,-1,-45,-68,-25,-1,-20
222721736140,-41,-66,-28,-29,39,14,63,44
222721736140,-39,-47,-39,17,81,2,-38,-71
222721744207,31,26,31,-9,-52,11,65,49
222721744207,4,31,41,23,50,-2,10,-26
222721758498,25,-18,-98,-35,-104,-22,0,68
222721758498,62,116,69,35,50,12,46,83
222721767357,-50,-100,2,-6,1,6,43,-51
222721767357,12,34,69,41,17,-18,-115,-100
222721769053,18,29,31,-1,12,2,-17,-25
222721769053,3,26,-7,23,-9,3,33,-2
222721789928,31,28,-19,-7,-38,-7,27,12
222721789928,-13,-98,-13,-21,-18,4,52,-13
222721791427,-8,46,-34,-14,-37,-9,7,-65
222721791427,-27,-69,-24,-18,37,-35,-110,-44
222721804145,6,38,26,47,15,5,48,60
222721804145,-30,-32,-1,-19,33,20,-24,-92
222721811002,20,22,2,-79,-74,-56,-29,28
222721811002,5,36,10,21,81,36,73,-15
222721827393,5,-14,-11,-6,-8,-5,-42,6
222721827393,10,49,-8,35,42,18,7,31
222721829029,20,-19,38,31,19,22,29,3
222721829029,-30,-10,-21,-19,-42,-10,-10,-43
222721849849,5,-17,2,-19,-18,-10,-41,38
222721849849,21,14,-25,-12,-22,5,24,-35
222721851469,8,11,22,24,24,13,-22,90
222721851469,-55,-62,17,-4,-35,-5,-8,-62
222721864270,26,28,-16,2,50,31,51,-15
222721864270,9,-17,-16,-10,-67,-16,-9,93
222721870978,-16,25,37,44,98,18,5,-18
222721870978,27,12,11,14,-34,28,22,35
222721887406,6,-1,-17,-57,-69,-28,-33,-19
222721887406,-16,-22,-28,-2,8,2,-6,12
222721888995,6,-4,12,-23,52,12,9,-37
222721888995,-7,11,-3,3,-9,-18,17,55
222721909872,55,27,1,0,-4,22,111,74
222721909872,-64,-50,0,-2,25,-53,-92,-58
222721911525,-23,-34,-12,25,13,-7,35,-4
222721911525,22,33,-5,-2,35,9,59,41
222721923440,-10,6,0,2,-22,1,40,25
222721923440,27,33,71,45,55,64,78,48
222721932442,-14,-4,-69,-17,-18,-29,-52,-7
222721932442,-21,-46,-11,-27,-46,-28,-27,-35
222721947449,26,31,45,-3,6,11,-56,-20
222721947449,22,29,32,32,45,-6,-14,46
222721949121,-76,-16,8,-39,-102,35,-41,-66
